ticket_id,customer_id,created_date,issue_type,priority,channel,status,response_time_minutes,resolution_time_minutes,customer_rating
1078,8000,2024-07-04 09:00:00,Повернення,Середній,Telegram,Закрито,149.0,423.0,1.0
1079,13438,2023-01-03 05:00:00,Гарантія,Середній,Viber,Закрито,199.0,240.0,5.0
1080,1664,2023-02-21 19:00:00,Технічна проблема,Низький,Phone,В обробці,158.0,,
1081,99,2023-05-18 06:00:00,Доставка,Середній,Email,Закрито,211.0,1384.0,3.0
1082,8779,2023-05-02 15:00:00,Технічна проблема,Середній,Viber,Закрито,130.0,1121.0,2.0
1083,4441,2022-08-29 07:00:00,Оплата,Високий,Viber,Закрито,79.0,1082.0,2.0
1084,14450,2024-05-25 00:00:00,Доставка,Низький,Phone,Закрито,58.0,216.0,4.0
1085,14645,2023-03-31 21:00:00,Доставка,Низький,Telegram,Закрито,207.0,555.0,5.0
1086,9142,2024-10-15 07:00:00,Інше,Низький,Email,Закрито,227.0,887.0,2.0
1087,14860,2023-04-10 16:00:00,Оплата,Низький,Chat,Закрито,36.0,774.0,1.0
1088,579,2022-08-15 07:00:00,Гарантія,Середній,Telegram,Закрито,141.0,824.0,5.0
1089,3460,2023-05-29 15:00:00,Гарантія,Середній,Email,В обробці,90.0,,
1090,10542,2023-07-08 14:00:00,Технічна проблема,Високий,Email,Закрито,28.0,89.0,1.0
1091,10498,2023-12-18 08:00:00,Технічна проблема,Високий,Telegram,Закрито,157.0,257.0,4.0
1092,4826,2023-03-23 20:00:00,Інше,Високий,Telegram,Закрито,196.0,119.0,3.0
1093,14868,2023-12-23 21:00:00,Оплата,Низький,Chat,Закрито,198.0,1103.0,4.0
1094,1310,2023-12-03 19:00:00,Оплата,Низький,Chat,Закрито,211.0,1310.0,5.0
1095,6330,2022-07-18 01:00:00,Питання про товар,Середній,Telegram,Закрито,184.0,650.0,1.0
1096,14419,2023-02-07 21:00:00,Повернення,Середній,Telegram,Закрито,144.0,612.0,5.0
1097,5872,2023-03-03 17:00:00,Повернення,Низький,Email,Закрито,197.0,1011.0,4.0
1098,6842,2024-08-29 11:00:00,Повернення,Низький,Phone,В обробці,176.0,,
1099,10991,2024-10-01 11:00:00,Гарантія,Низький,Telegram,Відкрито,,,
1100,7310,2022-06-16 09:00:00,Доставка,Низький,Phone,Закрито,52.0,955.0,2.0
1101,4305,2024-05-12 06:00:00,Інше,Низький,Phone,Закрито,167.0,1384.0,5.0
1102,13606,2022-07-02 12:00:00,Повернення,Середній,Chat,Закрито,225.0,741.0,3.0
1103,14172,2023-06-27 04:00:00,Повернення,Низький,Telegram,Закрито,218.0,725.0,3.0
1104,12998,2023-04-07 05:00:00,Гарантія,Низький,Chat,Очікує відповіді клієнта,64.0,,
1105,5116,2023-03-11 20:00:00,Повернення,Низький,Viber,Закрито,105.0,523.0,4.0
1106,12596,2023-06-17 22:00:00,Питання про товар,Високий,Phone,Закрито,189.0,436.0,1.0
1107,5647,2023-08-05 06:00:00,Повернення,Низький,Telegram,Закрито,91.0,1387.0,3.0
1108,14175,2023-12-08 06:00:00,Гарантія,Середній,Email,Закрито,236.0,219.0,2.0
1109,46,2024-03-29 21:00:00,Доставка,Середній,Email,В обробці,136.0,,
1110,3523,2023-09-02 07:00:00,Повернення,Низький,Phone,Очікує відповіді клієнта,156.0,,
1111,9384,2023-01-13 01:00:00,Оплата,Низький,Telegram,Очікує відповіді клієнта,100.0,,
1112,10838,2022-08-31 01:00:00,Доставка,Середній,Viber,Закрито,169.0,486.0,4.0
1113,2687,2023-01-01 11:00:00,Інше,Високий,Phone,В обробці,45.0,,
1114,418,2023-08-18 07:00:00,Оплата,Середній,Viber,Закрито,68.0,516.0,4.0
1115,10018,2023-08-18 18:00:00,Технічна проблема,Середній,Email,Закрито,154.0,314.0,2.0
1116,10609,2022-05-28 15:00:00,Гарантія,Низький,Phone,В обробці,233.0,,
1117,13538,2023-03-21 13:00:00,Доставка,Середній,Telegram,В обробці,157.0,,
1118,58,2022-11-03 21:00:00,Оплата,Низький,Chat,Закрито,163.0,342.0,5.0
1119,9755,2022-08-12 22:00:00,Інше,Низький,Chat,Закрито,143.0,804.0,3.0
1120,4910,2023-05-19 23:00:00,Повернення,Високий,Email,В обробці,196.0,,
1121,13105,2023-11-01 05:00:00,Інше,Низький,Chat,Закрито,203.0,1377.0,4.0
1122,12981,2022-08-04 17:00:00,Доставка,Низький,Phone,Закрито,196.0,1185.0,4.0
1123,3816,2022-02-12 11:00:00,Доставка,Високий,Telegram,Закрито,187.0,384.0,4.0
1124,3861,2024-09-24 06:00:00,Доставка,Високий,Chat,Закрито,158.0,1395.0,1.0
1125,6348,2022-10-02 12:00:00,Повернення,Низький,Phone,Закрито,166.0,1149.0,3.0
1126,10260,2022-07-17 11:00:00,Повернення,Низький,Viber,Закрито,103.0,566.0,4.0
1127,14550,2024-03-22 03:00:00,Оплата,Високий,Telegram,Закрито,144.0,370.0,5.0
1128,2212,2023-01-22 06:00:00,Повернення,Низький,Telegram,Закрито,224.0,1177.0,2.0
1129,6537,2022-12-08 11:00:00,Гарантія,Середній,Telegram,Закрито,91.0,1327.0,5.0
1130,5621,2023-05-15 14:00:00,Гарантія,Середній,Telegram,Закрито,23.0,1429.0,3.0
1131,14164,2022-03-25 19:00:00,Гарантія,Середній,Viber,Закрито,200.0,983.0,2.0
1132,533,2022-01-03 23:00:00,Технічна проблема,Високий,Telegram,Закрито,108.0,600.0,3.0
1133,12347,2023-06-17 08:00:00,Інше,Критичний,Telegram,Закрито,191.0,189.0,1.0
1134,2401,2023-05-02 20:00:00,Повернення,Середній,Chat,Закрито,234.0,690.0,1.0
1135,9233,2024-12-20 03:00:00,Повернення,Середній,Chat,Відкрито,,,
1136,13918,2022-11-12 16:00:00,Питання про товар,Високий,Telegram,Закрито,160.0,1348.0,4.0
1137,5878,2024-07-30 19:00:00,Доставка,Низький,Telegram,Закрито,182.0,1170.0,3.0
1138,7130,2023-05-19 15:00:00,Технічна проблема,Середній,Viber,Закрито,201.0,833.0,2.0
1139,956,2023-11-12 23:00:00,Гарантія,Низький,Telegram,Закрито,223.0,935.0,5.0
1140,6839,2022-01-25 08:00:00,Технічна проблема,Високий,Chat,Закрито,11.0,1050.0,5.0
1141,4988,2024-10-13 07:00:00,Гарантія,Високий,Chat,Закрито,169.0,970.0,3.0
1142,5450,2022-03-05 06:00:00,Гарантія,Низький,Chat,Закрито,55.0,1255.0,5.0
1143,7248,2024-06-15 09:00:00,Повернення,Високий,Chat,В обробці,56.0,,
1144,12218,2024-04-25 16:00:00,Оплата,Високий,Chat,Закрито,96.0,691.0,5.0
1145,3470,2023-05-19 14:00:00,Інше,Низький,Email,Очікує відповіді клієнта,239.0,,
1146,13253,2023-03-23 15:00:00,Доставка,Середній,Phone,Закрито,173.0,312.0,1.0
1147,1448,2022-06-06 20:00:00,Оплата,Середній,Chat,Закрито,18.0,889.0,5.0
1148,5033,2022-09-29 15:00:00,Доставка,Середній,Viber,Закрито,197.0,938.0,2.0
1149,1814,2023-11-08 22:00:00,Гарантія,Високий,Phone,Відкрито,,,
1150,10027,2024-11-18 22:00:00,Технічна проблема,Низький,Chat,Відкрито,,,
1151,11288,2022-02-20 03:00:00,Гарантія,Критичний,Viber,Закрито,157.0,970.0,1.0
1152,3703,2024-06-19 15:00:00,Питання про товар,Низький,Viber,Закрито,186.0,607.0,4.0
1153,3043,2024-03-17 20:00:00,Гарантія,Середній,Telegram,Відкрито,,,
1154,13795,2023-11-07 05:00:00,Оплата,Низький,Email,Закрито,97.0,951.0,4.0
1155,13204,2023-12-14 22:00:00,Інше,Критичний,Viber,В обробці,88.0,,
1156,7482,2024-01-01 13:00:00,Технічна проблема,Середній,Viber,Закрито,178.0,642.0,3.0
1157,3455,2022-05-06 00:00:00,Питання про товар,Високий,Email,Закрито,45.0,581.0,4.0
1158,11565,2022-01-24 12:00:00,Інше,Середній,Chat,Закрито,49.0,438.0,5.0
1159,3689,2022-03-07 03:00:00,Доставка,Низький,Email,Закрито,232.0,583.0,2.0
1160,1437,2023-04-19 01:00:00,Інше,Середній,Telegram,Закрито,80.0,441.0,5.0
1161,10498,2023-05-19 16:00:00,Гарантія,Низький,Telegram,Закрито,124.0,316.0,4.0
1162,239,2022-01-04 10:00:00,Повернення,Високий,Email,Закрито,117.0,83.0,4.0
1163,7799,2024-05-30 10:00:00,Доставка,Середній,Phone,Закрито,142.0,158.0,4.0
1164,9777,2023-12-12 11:00:00,Інше,Низький,Phone,Закрито,57.0,1037.0,3.0
1165,2575,2023-03-25 21:00:00,Оплата,Низький,Email,Закрито,220.0,960.0,5.0
1166,14285,2022-03-20 09:00:00,Питання про товар,Середній,Viber,Закрито,85.0,675.0,4.0
1167,12857,2022-06-09 07:00:00,Оплата,Низький,Email,Закрито,113.0,1174.0,2.0
1168,13040,2024-03-13 21:00:00,Інше,Середній,Chat,Закрито,180.0,1238.0,4.0
1169,5195,2023-03-08 20:00:00,Оплата,Низький,Email,В обробці,97.0,,
1170,9164,2024-06-01 01:00:00,Технічна проблема,Середній,Telegram,В обробці,42.0,,
1171,2138,2023-02-04 00:00:00,Гарантія,Середній,Phone,Закрито,187.0,259.0,5.0
1172,8786,2022-05-15 12:00:00,Інше,Низький,Chat,Закрито,108.0,753.0,4.0
1173,10198,2023-03-08 09:00:00,Технічна проблема,Середній,Viber,Закрито,79.0,1357.0,4.0
1174,14604,2024-11-16 09:00:00,Повернення,Низький,Viber,Відкрито,,,
1175,984,2023-08-12 06:00:00,Інше,Низький,Telegram,Закрито,127.0,1319.0,4.0
1176,6019,2022-06-05 07:00:00,Гарантія,Низький,Email,Закрито,52.0,1258.0,2.0
1177,13248,2022-06-28 23:00:00,Інше,Середній,Chat,Відкрито,,,
1178,14923,2024-04-09 07:00:00,Інше,Середній,Email,Відкрито,,,
1179,2801,2022-03-27 09:00:00,Питання про товар,Низький,Phone,Закрито,115.0,126.0,5.0
1180,1758,2024-06-09 02:00:00,Технічна проблема,Низький,Phone,В обробці,86.0,,
1181,4710,2023-01-07 13:00:00,Технічна проблема,Високий,Chat,Закрито,167.0,1048.0,5.0
1182,2028,2024-04-21 04:00:00,Повернення,Критичний,Viber,Закрито,87.0,800.0,4.0
1183,1450,2022-03-25 18:00:00,Гарантія,Середній,Phone,Закрито,208.0,1103.0,5.0
1184,4621,2022-05-30 06:00:00,Повернення,Середній,Phone,Закрито,214.0,159.0,3.0
1185,2557,2024-11-30 18:00:00,Доставка,Середній,Chat,Закрито,23.0,1058.0,2.0
1186,590,2023-10-02 00:00:00,Інше,Критичний,Viber,Закрито,119.0,1298.0,5.0
1187,7907,2023-01-13 15:00:00,Оплата,Критичний,Telegram,Очікує відповіді клієнта,171.0,,
1188,9176,2023-11-19 13:00:00,Доставка,Критичний,Viber,Відкрито,,,
1189,3171,2024-10-30 11:00:00,Технічна проблема,Високий,Phone,Закрито,94.0,1385.0,4.0
1190,7170,2023-02-23 08:00:00,Доставка,Низький,Phone,Закрито,32.0,1088.0,1.0
1191,11911,2023-11-09 23:00:00,Оплата,Середній,Email,Закрито,81.0,1170.0,1.0
1192,6712,2023-09-13 18:00:00,Інше,Критичний,Email,Закрито,142.0,891.0,2.0
1193,14023,2023-08-22 03:00:00,Інше,Середній,Chat,Закрито,26.0,1157.0,5.0
1194,8629,2022-12-07 09:00:00,Доставка,Середній,Viber,Відкрито,,,
1195,12310,2024-11-05 01:00:00,Оплата,Низький,Phone,Закрито,46.0,644.0,3.0
1196,1448,2023-12-20 08:00:00,Оплата,Низький,Chat,Закрито,103.0,447.0,3.0
1197,1945,2022-04-08 12:00:00,Технічна проблема,Середній,Email,Закрито,49.0,594.0,1.0
1198,6586,2023-02-20 20:00:00,Гарантія,Середній,Viber,Закрито,225.0,400.0,3.0
1199,8045,2024-03-27 15:00:00,Доставка,Низький,Phone,Закрито,50.0,143.0,3.0
1200,4594,2024-07-05 16:00:00,Оплата,Низький,Telegram,Закрито,57.0,356.0,3.0
1201,2894,2022-06-20 15:00:00,Доставка,Низький,Phone,Закрито,102.0,959.0,1.0
1202,440,2024-01-20 22:00:00,Повернення,Низький,Viber,Закрито,142.0,376.0,1.0
1203,6034,2024-12-14 17:00:00,Доставка,Середній,Telegram,Закрито,114.0,1367.0,4.0
1204,12317,2022-03-06 19:00:00,Гарантія,Високий,Phone,Закрито,239.0,487.0,2.0
1205,10591,2024-11-21 15:00:00,Оплата,Високий,Telegram,Закрито,81.0,51.0,4.0
1206,3148,2023-07-15 05:00:00,Технічна проблема,Критичний,Email,Закрито,172.0,1019.0,5.0
1207,9788,2024-11-21 05:00:00,Повернення,Середній,Viber,В обробці,69.0,,
1208,3348,2024-03-26 02:00:00,Гарантія,Середній,Chat,Закрито,135.0,759.0,1.0
1209,7885,2024-02-19 15:00:00,Оплата,Середній,Telegram,Відкрито,,,
1210,4655,2023-02-01 14:00:00,Гарантія,Високий,Chat,Закрито,91.0,1295.0,4.0
1211,13736,2024-08-04 09:00:00,Технічна проблема,Критичний,Phone,Закрито,208.0,773.0,4.0
1212,9163,2022-12-25 10:00:00,Доставка,Низький,Email,Закрито,176.0,1299.0,2.0
1213,4855,2022-08-17 01:00:00,Оплата,Високий,Phone,Закрито,88.0,486.0,5.0
1214,2673,2022-12-29 03:00:00,Повернення,Низький,Chat,Закрито,238.0,565.0,3.0
1215,11008,2023-03-09 22:00:00,Технічна проблема,Низький,Phone,Закрито,170.0,664.0,3.0
1216,5115,2024-09-17 13:00:00,Інше,Низький,Telegram,Закрито,95.0,1431.0,2.0
1217,4963,2022-07-13 08:00:00,Інше,Низький,Viber,Закрито,187.0,800.0,2.0
1218,1570,2022-09-12 08:00:00,Гарантія,Середній,Telegram,Закрито,97.0,1412.0,5.0
1219,123,2022-04-18 20:00:00,Доставка,Середній,Viber,Закрито,151.0,246.0,5.0
1220,7056,2024-05-14 03:00:00,Гарантія,Середній,Viber,Закрито,186.0,1354.0,5.0
1221,5204,2023-09-03 00:00:00,Оплата,Критичний,Phone,Закрито,217.0,193.0,2.0
1222,9446,2024-04-29 06:00:00,Технічна проблема,Низький,Phone,Закрито,99.0,424.0,2.0
1223,10745,2022-09-15 03:00:00,Питання про товар,Низький,Telegram,В обробці,69.0,,
1224,1057,2023-10-07 06:00:00,Повернення,Низький,Viber,В обробці,183.0,,
1225,10749,2024-11-25 17:00:00,Питання про товар,Середній,Phone,Закрито,97.0,1154.0,3.0
1226,10649,2023-02-12 04:00:00,Гарантія,Критичний,Phone,Закрито,179.0,620.0,4.0
1227,13391,2022-08-21 21:00:00,Повернення,Середній,Chat,Відкрито,,,
1228,701,2022-12-26 13:00:00,Гарантія,Середній,Telegram,В обробці,212.0,,
1229,14644,2022-04-23 07:00:00,Гарантія,Середній,Phone,Очікує відповіді клієнта,138.0,,
1230,5786,2024-10-27 13:00:00,Оплата,Середній,Viber,Закрито,60.0,932.0,2.0
1231,12203,2022-08-26 13:00:00,Доставка,Середній,Chat,Очікує відповіді клієнта,58.0,,
1232,531,2022-03-20 18:00:00,Технічна проблема,Низький,Telegram,Закрито,32.0,1068.0,2.0
1233,1295,2022-07-31 07:00:00,Технічна проблема,Низький,Chat,Закрито,29.0,465.0,2.0
1234,9677,2022-12-23 00:00:00,Питання про товар,Низький,Viber,Закрито,154.0,401.0,5.0
1235,9351,2023-01-28 10:00:00,Інше,Низький,Email,Закрито,160.0,781.0,5.0
1236,10941,2023-01-17 10:00:00,Доставка,Високий,Telegram,Відкрито,,,
1237,1045,2023-11-18 04:00:00,Оплата,Високий,Email,Закрито,77.0,282.0,3.0
1238,300,2023-05-22 08:00:00,Інше,Низький,Viber,Закрито,90.0,214.0,2.0
1239,535,2023-07-29 12:00:00,Гарантія,Високий,Viber,В обробці,152.0,,
1240,9483,2022-06-14 19:00:00,Питання про товар,Критичний,Viber,Закрито,168.0,730.0,5.0
1241,5427,2022-06-21 01:00:00,Технічна проблема,Низький,Chat,В обробці,179.0,,
1242,1175,2024-05-25 21:00:00,Гарантія,Високий,Email,Закрито,217.0,1234.0,2.0
1243,5548,2023-11-03 20:00:00,Повернення,Середній,Telegram,Закрито,182.0,952.0,3.0
1244,14379,2022-10-02 00:00:00,Повернення,Низький,Chat,Закрито,147.0,647.0,1.0
1245,2896,2022-03-03 06:00:00,Питання про товар,Низький,Phone,Відкрито,,,
1246,8650,2024-06-04 12:00:00,Повернення,Низький,Telegram,Закрито,151.0,696.0,1.0
1247,11282,2022-09-05 13:00:00,Повернення,Низький,Telegram,Закрито,131.0,479.0,3.0
1248,7316,2022-04-24 09:00:00,Технічна проблема,Низький,Telegram,Закрито,133.0,1013.0,4.0
1249,7591,2022-12-04 15:00:00,Доставка,Високий,Viber,Відкрито,,,
1250,5101,2022-01-21 02:00:00,Повернення,Середній,Chat,Закрито,94.0,1152.0,1.0
1251,9432,2024-10-01 03:00:00,Питання про товар,Низький,Viber,Закрито,162.0,142.0,1.0
1252,1140,2024-07-18 23:00:00,Технічна проблема,Низький,Viber,Закрито,25.0,823.0,2.0
1253,3879,2022-05-15 15:00:00,Інше,Низький,Chat,Закрито,178.0,157.0,4.0
1254,9736,2024-07-01 18:00:00,Технічна проблема,Високий,Telegram,Закрито,50.0,1083.0,5.0
1255,2299,2022-12-31 12:00:00,Гарантія,Низький,Viber,Закрито,182.0,264.0,2.0
1256,3141,2024-07-27 00:00:00,Повернення,Середній,Viber,Закрито,24.0,112.0,1.0
1257,10639,2023-06-20 07:00:00,Питання про товар,Середній,Chat,Закрито,120.0,899.0,1.0
1258,10285,2024-10-08 19:00:00,Технічна проблема,Середній,Email,Закрито,148.0,1117.0,1.0
1259,8252,2022-07-20 01:00:00,Технічна проблема,Низький,Phone,Очікує відповіді клієнта,86.0,,
1260,9929,2022-08-02 01:00:00,Повернення,Середній,Phone,Закрито,30.0,1006.0,4.0
1261,3771,2022-09-24 20:00:00,Питання про товар,Середній,Email,Закрито,220.0,243.0,1.0
1262,4114,2024-03-26 17:00:00,Гарантія,Низький,Chat,Закрито,125.0,192.0,1.0
1263,10278,2022-12-15 08:00:00,Оплата,Низький,Email,Очікує відповіді клієнта,34.0,,
1264,5015,2022-03-04 01:00:00,Гарантія,Низький,Email,В обробці,186.0,,
1265,3618,2022-10-09 10:00:00,Повернення,Середній,Viber,Закрито,53.0,514.0,3.0
1266,14270,2023-07-05 02:00:00,Гарантія,Низький,Email,Закрито,128.0,1325.0,3.0
1267,4197,2024-05-10 13:00:00,Гарантія,Високий,Chat,Закрито,190.0,202.0,4.0
1268,1963,2024-01-24 01:00:00,Гарантія,Середній,Chat,Відкрито,,,
1269,11298,2022-03-28 04:00:00,Інше,Високий,Chat,В обробці,39.0,,
1270,14533,2022-05-31 10:00:00,Інше,Середній,Chat,Закрито,80.0,638.0,5.0
1271,5433,2024-06-11 05:00:00,Інше,Середній,Telegram,Закрито,182.0,1430.0,5.0
1272,14727,2022-12-05 07:00:00,Доставка,Високий,Chat,Відкрито,,,
1273,2497,2024-05-25 16:00:00,Повернення,Середній,Email,Закрито,66.0,1241.0,4.0
1274,9366,2024-03-30 00:00:00,Технічна проблема,Критичний,Email,Закрито,15.0,1076.0,4.0
1275,9427,2024-02-20 01:00:00,Питання про товар,Низький,Email,Закрито,112.0,1314.0,1.0
1276,4390,2022-10-24 12:00:00,Оплата,Високий,Viber,Відкрито,,,
1277,13209,2024-10-31 10:00:00,Доставка,Низький,Phone,В обробці,91.0,,
1278,10856,2024-11-04 03:00:00,Оплата,Низький,Phone,Закрито,158.0,1109.0,5.0
1279,3538,2024-12-28 13:00:00,Технічна проблема,Низький,Viber,Закрито,150.0,1235.0,1.0
1280,1137,2024-09-01 18:00:00,Гарантія,Низький,Chat,Закрито,121.0,725.0,1.0
1281,12288,2023-06-25 20:00:00,Оплата,Середній,Email,Закрито,211.0,1423.0,4.0
1282,6085,2024-10-05 05:00:00,Технічна проблема,Високий,Viber,Закрито,38.0,607.0,1.0
1283,10277,2024-08-05 07:00:00,Повернення,Високий,Chat,Закрито,16.0,1330.0,4.0
1284,13005,2023-12-19 22:00:00,Технічна проблема,Високий,Chat,Закрито,112.0,1313.0,3.0
1285,9577,2022-05-29 20:00:00,Інше,Середній,Chat,Закрито,125.0,1137.0,3.0
1286,12584,2022-01-06 13:00:00,Повернення,Середній,Email,Закрито,78.0,1119.0,2.0
1287,11645,2024-10-06 11:00:00,Гарантія,Середній,Telegram,Закрито,108.0,522.0,5.0
1288,12427,2024-06-10 00:00:00,Доставка,Середній,Chat,Закрито,104.0,867.0,4.0
1289,12211,2023-04-01 23:00:00,Доставка,Низький,Phone,Очікує відповіді клієнта,173.0,,
1290,6605,2024-11-03 21:00:00,Повернення,Середній,Phone,Закрито,230.0,551.0,4.0
1291,3259,2024-02-17 05:00:00,Інше,Низький,Viber,Очікує відповіді клієнта,170.0,,
1292,12228,2024-04-10 21:00:00,Гарантія,Високий,Chat,Відкрито,,,
1293,14272,2023-07-20 17:00:00,Питання про товар,Середній,Email,Закрито,197.0,399.0,4.0
1294,5332,2023-05-29 15:00:00,Доставка,Низький,Phone,Закрито,135.0,698.0,4.0
1295,7624,2022-10-19 05:00:00,Питання про товар,Низький,Chat,В обробці,92.0,,
1296,13147,2022-03-15 13:00:00,Питання про товар,Критичний,Email,Закрито,176.0,545.0,2.0
1297,312,2024-10-07 11:00:00,Інше,Середній,Viber,Закрито,61.0,271.0,3.0
1298,971,2022-08-14 14:00:00,Гарантія,Високий,Chat,Закрито,48.0,102.0,2.0
1299,12129,2024-03-15 20:00:00,Оплата,Низький,Phone,Відкрито,,,
1300,10173,2024-03-24 18:00:00,Гарантія,Високий,Email,Закрито,74.0,122.0,3.0
1301,6011,2022-12-06 19:00:00,Гарантія,Середній,Chat,Закрито,206.0,831.0,3.0
1302,8050,2023-10-30 04:00:00,Повернення,Низький,Phone,Закрито,66.0,407.0,2.0
1303,13848,2022-04-11 20:00:00,Доставка,Низький,Phone,Закрито,108.0,1076.0,3.0
1304,8828,2022-03-22 22:00:00,Інше,Критичний,Viber,Закрито,205.0,903.0,5.0
1305,7686,2023-06-11 09:00:00,Доставка,Низький,Email,Закрито,116.0,572.0,5.0
1306,2179,2022-12-31 15:00:00,Питання про товар,Критичний,Phone,Закрито,46.0,108.0,2.0
1307,8512,2024-01-26 01:00:00,Повернення,Високий,Viber,Закрито,68.0,764.0,5.0
1308,174,2022-03-11 15:00:00,Доставка,Високий,Viber,Закрито,131.0,628.0,3.0
1309,4101,2023-06-02 13:00:00,Доставка,Низький,Chat,Закрито,208.0,1386.0,3.0
1310,1971,2023-05-10 14:00:00,Гарантія,Низький,Chat,Закрито,52.0,940.0,2.0
1311,3692,2024-05-21 21:00:00,Повернення,Середній,Email,Закрито,203.0,661.0,3.0
1312,5964,2024-10-23 10:00:00,Доставка,Низький,Telegram,Закрито,31.0,1278.0,4.0
1313,7931,2023-05-15 22:00:00,Доставка,Середній,Email,Закрито,148.0,1310.0,5.0
1314,1471,2024-09-21 06:00:00,Інше,Високий,Phone,Закрито,93.0,315.0,4.0
1315,4566,2022-10-27 20:00:00,Оплата,Середній,Phone,Закрито,84.0,176.0,4.0
1316,373,2023-10-05 21:00:00,Питання про товар,Високий,Phone,Відкрито,,,
1317,6204,2023-11-16 08:00:00,Інше,Високий,Phone,Закрито,26.0,117.0,2.0
1318,2503,2022-02-27 14:00:00,Питання про товар,Низький,Viber,Закрито,218.0,379.0,1.0
1319,7616,2023-11-24 05:00:00,Інше,Високий,Email,Закрито,169.0,159.0,3.0
1320,12945,2023-10-24 19:00:00,Питання про товар,Середній,Phone,Закрито,76.0,952.0,4.0
1321,5298,2024-08-24 03:00:00,Повернення,Низький,Viber,Закрито,150.0,760.0,2.0
1322,10502,2023-05-17 00:00:00,Питання про товар,Високий,Chat,Закрито,207.0,1183.0,3.0
1323,4843,2023-11-19 22:00:00,Питання про товар,Середній,Email,Закрито,219.0,853.0,2.0
1324,1861,2022-10-14 15:00:00,Гарантія,Високий,Chat,Відкрито,,,
1325,5764,2023-12-20 05:00:00,Питання про товар,Високий,Telegram,Закрито,101.0,956.0,1.0
1326,8875,2022-03-15 05:00:00,Інше,Високий,Chat,Закрито,38.0,633.0,3.0
1327,14503,2024-02-20 20:00:00,Інше,Високий,Chat,Закрито,24.0,469.0,5.0
1328,12864,2022-03-12 03:00:00,Доставка,Низький,Viber,Закрито,66.0,1154.0,3.0
1329,9209,2023-09-20 14:00:00,Повернення,Низький,Chat,В обробці,46.0,,
1330,2528,2024-09-04 00:00:00,Повернення,Високий,Email,Закрито,16.0,869.0,1.0
1331,6967,2024-05-11 15:00:00,Технічна проблема,Низький,Chat,Закрито,182.0,1108.0,5.0
1332,1022,2023-04-18 11:00:00,Гарантія,Середній,Phone,Закрито,147.0,439.0,1.0
1333,6111,2024-04-08 21:00:00,Оплата,Низький,Phone,Закрито,151.0,313.0,2.0
1334,11437,2022-01-22 01:00:00,Питання про товар,Високий,Telegram,Закрито,145.0,768.0,5.0
1335,3714,2024-03-10 06:00:00,Гарантія,Високий,Phone,Очікує відповіді клієнта,23.0,,
1336,5752,2023-03-09 06:00:00,Питання про товар,Низький,Phone,Відкрито,,,
1337,10953,2023-06-05 15:00:00,Питання про товар,Середній,Phone,Закрито,25.0,32.0,3.0
1338,12331,2024-12-01 17:00:00,Питання про товар,Середній,Chat,Закрито,195.0,1345.0,5.0
1339,13075,2022-09-10 19:00:00,Інше,Критичний,Viber,Закрито,27.0,723.0,5.0
1340,13471,2023-10-30 22:00:00,Оплата,Низький,Viber,Закрито,62.0,168.0,2.0
1341,5228,2024-07-22 19:00:00,Оплата,Середній,Email,Закрито,116.0,144.0,4.0
1342,7782,2024-04-06 18:00:00,Питання про товар,Низький,Phone,Закрито,24.0,941.0,5.0
1343,14403,2022-10-16 11:00:00,Технічна проблема,Високий,Email,В обробці,180.0,,
1344,7264,2022-06-08 07:00:00,Інше,Критичний,Viber,Закрито,126.0,494.0,4.0
1345,644,2023-06-19 18:00:00,Доставка,Високий,Email,Закрито,197.0,525.0,4.0
1346,5365,2022-03-21 02:00:00,Повернення,Середній,Viber,Закрито,128.0,1396.0,5.0
1347,9502,2023-11-23 06:00:00,Оплата,Середній,Chat,Закрито,197.0,186.0,4.0
1348,13907,2024-10-25 23:00:00,Гарантія,Середній,Viber,Закрито,136.0,1102.0,2.0
1349,12328,2024-06-05 08:00:00,Доставка,Середній,Telegram,В обробці,114.0,,
1350,13012,2022-10-04 08:00:00,Інше,Низький,Viber,Закрито,194.0,508.0,1.0
1351,8685,2024-07-08 01:00:00,Питання про товар,Середній,Telegram,Закрито,97.0,1242.0,3.0
1352,4416,2023-08-01 20:00:00,Інше,Низький,Chat,Закрито,100.0,419.0,2.0
1353,4142,2023-11-14 08:00:00,Доставка,Критичний,Telegram,Закрито,181.0,840.0,4.0
1354,10033,2022-06-15 07:00:00,Доставка,Високий,Chat,Очікує відповіді клієнта,139.0,,
1355,7042,2024-03-31 07:00:00,Оплата,Середній,Viber,Очікує відповіді клієнта,141.0,,
1356,14396,2023-05-03 11:00:00,Доставка,Середній,Email,Очікує відповіді клієнта,228.0,,
1357,6236,2023-06-30 22:00:00,Повернення,Критичний,Telegram,В обробці,229.0,,
1358,4515,2024-09-01 12:00:00,Технічна проблема,Середній,Telegram,Закрито,233.0,1213.0,4.0
1359,13592,2023-10-18 13:00:00,Гарантія,Високий,Chat,Закрито,38.0,1004.0,4.0
1360,3925,2024-01-16 16:00:00,Інше,Низький,Phone,Відкрито,,,
1361,4461,2023-06-23 08:00:00,Технічна проблема,Низький,Viber,Закрито,33.0,536.0,5.0
1362,13640,2022-10-16 03:00:00,Технічна проблема,Середній,Chat,Відкрито,,,
1363,5358,2022-09-27 17:00:00,Гарантія,Середній,Email,В обробці,228.0,,
